account,pagerank,in_flow,out_flow,in_circular_ring,connections,flow_ratio,community_id,community_fraud_rate,high_risk_community,betweenness
C1008757853,1.517256959746606e-05,0.0,178493.79,False,1,178493.79,557,0.0,False,0.0
C1689262323,2.7631987430925268e-05,178493.79,0.0,False,1,0.0,557,0.0,False,0.0
C1008774102,1.517256959746606e-05,0.0,290975.16,False,1,290975.16,559,0.0,False,0.0
C505973878,0.00013976674793205816,3968996.7,0.0,False,10,0.0,559,0.0,False,0.0
C1008777495,1.517256959746606e-05,0.0,127673.45,False,1,127673.45,561,0.0,False,0.0
C1345228910,4.0091405264384476e-05,255647.47999999998,0.0,False,2,0.0,561,0.0,False,0.0
C100882004,1.517256959746606e-05,0.0,22.86,False,1,22.86,562,0.0,False,0.0
C705811030,2.7631987430925268e-05,22.86,0.0,False,1,0.0,562,0.0,False,0.0
C100885117,1.517256959746606e-05,0.0,229222.84,False,1,229222.84,565,0.0,False,0.0
C1526428241,6.501024093130289e-05,894067.59,0.0,False,4,0.0,565,0.0,False,0.0
C1008904622,1.517256959746606e-05,0.0,357103.33,False,1,357103.33,567,0.0,False,0.0
C1564931235,6.501024093130289e-05,831182.24,0.0,False,4,0.0,567,0.0,False,0.0
C100894001,1.517256959746606e-05,0.0,158258.9,False,1,158258.9,569,0.0,False,0.0
C1531167406,8.99290765982213e-05,1087851.6,0.0,False,6,0.0,569,0.0,False,0.0
C1008947638,1.517256959746606e-05,0.0,1168787.99,False,1,1168787.99,571,0.0,False,0.0
C1782113663,0.00023944209059973174,7726777.28,0.0,False,18,0.0,571,0.0,False,0.0
C1008977493,1.517256959746606e-05,0.0,28344.03,False,1,28344.03,622,0.0,False,0.0
C1790657739,6.501024093130289e-05,951869.21,0.0,False,4,0.0,622,0.0,False,0.0
C1009046474,1.517256959746606e-05,0.0,46452.03,False,1,46452.03,574,0.0,False,0.0
C989454103,2.7631987430925268e-05,46452.03,0.0,False,1,0.0,574,0.0,False,0.0
C1009058306,1.517256959746606e-05,0.0,87305.07,False,1,87305.07,577,0.0,False,0.0
C1772055258,0.00010238849443168052,2271523.7399999998,0.0,False,7,0.0,577,0.0,False,0.0
C1009093247,1.517256959746606e-05,0.0,582182.84,False,1,582182.84,579,0.0,False,0.0
C529776352,2.7631987430925268e-05,582182.84,0.0,False,1,0.0,579,0.0,False,0.0
C1009100730,1.517256959746606e-05,0.0,25854.65,False,1,25854.65,7781,0.0,False,0.0
C880331985,4.0091405264384476e-05,348062.04000000004,0.0,False,2,0.0,7781,0.0,False,0.0
C1009102446,1.517256959746606e-05,0.0,255120.51,False,1,255120.51,582,0.0,False,0.0
C553955699,2.7631987430925268e-05,255120.51,0.0,False,1,0.0,582,0.0,False,0.0
C100915781,1.517256959746606e-05,0.0,459340.75,False,1,459340.75,10235,0.0,False,0.0
C1290601415,7.74696587647621e-05,1923882.51,0.0,False,5,0.0,10235,0.0,False,0.0
C1009182079,1.517256959746606e-05,0.0,8631.66,False,1,8631.66,587,0.0,False,0.0
C1759482496,8.992907659822131e-05,2135501.83,0.0,False,6,0.0,587,0.0,False,0.0
C1009191326,1.517256959746606e-05,0.0,562953.0,False,1,562953.0,589,0.0,False,0.0
C768427295,5.2550823097843684e-05,1551269.46,0.0,False,3,0.0,589,0.0,False,0.0
C1009245870,1.517256959746606e-05,0.0,772405.7,False,1,772405.7,3074,0.0,False,0.0
C41759967,0.00011484791226513974,4768547.51,0.0,False,8,0.0,3074,0.0,False,0.0
C1009253801,1.517256959746606e-05,0.0,216277.03,False,1,216277.03,9952,0.0,False,0.0
C123366619,8.992907659822131e-05,1166731.1199999999,0.0,False,6,0.0,9952,0.0,False,0.0
C1009256905,1.517256959746606e-05,0.0,1568588.68,False,1,1568588.68,595,0.0,False,0.0
C1175199409,4.0091405264384476e-05,1714614.89,0.0,False,2,0.0,595,0.0,False,0.0
C1009349910,1.517256959746606e-05,0.0,457492.29,False,1,457492.29,597,0.0,False,0.0
C788727214,2.7631987430925268e-05,457492.29,0.0,False,1,0.0,597,0.0,False,0.0
C1009394933,1.517256959746606e-05,0.0,366209.17,False,1,366209.17,598,0.0,False,0.0
C358835644,2.7631987430925268e-05,366209.17,0.0,False,1,0.0,598,0.0,False,0.0
C100946337,1.517256959746606e-05,0.0,290909.36,False,1,290909.36,1259,0.0,False,0.0
C75869518,7.74696587647621e-05,1528054.32,0.0,False,5,0.0,1259,0.0,False,0.0
C1009477811,1.517256959746606e-05,0.0,689448.06,False,1,689448.06,602,0.0,False,0.0
C1593659269,2.7631987430925268e-05,689448.06,0.0,False,1,0.0,602,0.0,False,0.0
C1009495359,1.517256959746606e-05,0.0,215738.03,False,1,215738.03,71,0.0,False,0.0
C1009506316,1.517256959746606e-05,0.0,687108.79,False,1,687108.79,605,0.0,False,0.0
C1017767725,5.2550823097843684e-05,903713.52,0.0,False,3,0.0,605,0.0,False,0.0
C1009520986,1.517256959746606e-05,0.0,33099.06,False,1,33099.06,380,0.0,False,0.0
C2067339883,4.0091405264384476e-05,86365.16,0.0,False,2,0.0,380,0.0,False,0.0
C1009540213,1.517256959746606e-05,0.0,186015.31,False,1,186015.31,610,0.0,False,0.0
C2036368507,0.00012730733009859893,1755288.52,0.0,False,9,0.0,610,0.0,False,0.0
C1009658533,1.517256959746606e-05,0.0,261389.06,False,1,261389.06,612,0.0,False,0.0
C75629578,0.00016468558359897654,3084122.09,0.0,False,12,0.0,612,0.0,False,0.0
C1009717080,1.517256959746606e-05,0.0,668873.41,False,1,668873.41,614,0.0,False,0.0
C1951579501,4.0091405264384476e-05,1102807.51,0.0,False,2,0.0,614,0.0,False,0.0
C1009755526,1.517256959746606e-05,0.0,404870.74,False,1,404870.74,616,0.0,False,0.0
C189963646,0.00010238849443168052,1547460.67,0.0,False,7,0.0,616,0.0,False,0.0
C1009822150,1.517256959746606e-05,0.0,1910406.3,False,1,1910406.3,617,0.0,False,0.0
C1485568243,2.7631987430925268e-05,1910406.3,0.0,False,1,0.0,617,0.0,False,0.0
C1009831522,1.517256959746606e-05,0.0,302171.93,False,1,302171.93,7780,0.0,False,0.0
C2017088621,7.74696587647621e-05,1153920.45,0.0,False,5,0.0,7780,0.0,False,0.0
C100984998,1.517256959746606e-05,0.0,611874.69,False,1,611874.69,4051,0.0,False,0.0
C1730752455,0.00017714500143243574,6813487.79,0.0,False,13,0.0,4051,0.0,False,0.0
C100985205,1.517256959746606e-05,0.0,1309267.06,False,1,1309267.06,623,0.0,False,0.0
C1243393970,6.501024093130289e-05,2064076.1300000001,0.0,False,4,0.0,623,0.0,False,0.0
C100990295,1.517256959746606e-05,0.0,458837.04,False,1,458837.04,1416,0.0,False,0.0
C1491213790,7.746965876476209e-05,1949347.56,0.0,False,5,0.0,1416,0.0,False,0.0
C1009916891,1.517256959746606e-05,0.0,204691.97,False,1,204691.97,9580,0.0,False,0.0
C1068824137,0.00010238849443168052,4440822.38,0.0,False,7,0.0,9580,0.0,False,0.0
C1009951886,1.517256959746606e-05,0.0,424923.08,False,1,424923.08,629,0.0,False,0.0
C1607305408,2.7631987430925268e-05,424923.08,0.0,False,1,0.0,629,0.0,False,0.0
C1010013100,1.517256959746606e-05,0.0,184753.29,False,1,184753.29,113,0.0,False,0.0
C1010035747,1.517256959746606e-05,0.0,61627.51,False,1,61627.51,633,0.0,False,0.0
C435265417,6.501024093130289e-05,222935.64,0.0,False,4,0.0,633,0.0,False,0.0
C1010037857,1.517256959746606e-05,0.0,34512.07,False,1,34512.07,284,0.1,False,0.0
C1010047572,1.517256959746606e-05,0.0,708874.75,False,1,708874.75,636,0.0,False,0.0
C237594516,8.99290765982213e-05,1666998.42,0.0,False,6,0.0,636,0.0,False,0.0
C1010126174,1.517256959746606e-05,0.0,1568647.04,False,1,1568647.04,7784,0.0,False,0.0
C1633271169,8.992907659822131e-05,3931930.75,0.0,False,6,0.0,7784,0.0,False,0.0
C1010127445,1.517256959746606e-05,0.0,108666.9,False,1,108666.9,639,0.0,False,0.0
C819671620,4.0091405264384476e-05,117164.93,0.0,False,2,0.0,639,0.0,False,0.0
C1010228651,1.517256959746606e-05,0.0,114260.56,False,1,114260.56,642,0.0,False,0.0
C1104385538,4.0091405264384476e-05,185623.56,0.0,False,2,0.0,642,0.0,False,0.0
C1010259260,1.517256959746606e-05,0.0,173873.34,False,1,173873.34,3957,0.0,False,0.0
C496974419,5.2550823097843684e-05,642657.25,0.0,False,3,0.0,3957,0.0,False,0.0
C1010262689,1.517256959746606e-05,0.0,333448.67,False,1,333448.67,645,0.0,False,0.0
C2055954122,2.7631987430925268e-05,333448.67,0.0,False,1,0.0,645,0.0,False,0.0
C1010265416,1.517256959746606e-05,0.0,54441.72,False,1,54441.72,647,0.0,False,0.0
C1709491772,2.7631987430925268e-05,54441.72,0.0,False,1,0.0,647,0.0,False,0.0
C1010317617,1.517256959746606e-05,0.0,91799.21,False,1,91799.21,650,0.0,False,0.0
C1753127766,2.7631987430925268e-05,91799.21,0.0,False,1,0.0,650,0.0,False,0.0
C1010374354,1.517256959746606e-05,0.0,115517.41,False,1,115517.41,652,0.0,False,0.0
C2072201071,7.74696587647621e-05,1027589.55,0.0,False,5,0.0,652,0.0,False,0.0
C1010374419,1.517256959746606e-05,0.0,266951.84,False,1,266951.84,654,0.0,False,0.0
C444685031,7.74696587647621e-05,2401282.02,0.0,False,5,0.0,654,0.0,False,0.0
C1010411893,1.517256959746606e-05,0.0,444819.28,False,1,444819.28,4263,0.0,False,0.0
C1452646606,0.00010238849443168052,2270477.98,0.0,False,7,0.0,4263,0.0,False,0.0
C1010419513,1.517256959746606e-05,0.0,1306489.06,False,1,1306489.06,658,0.0,False,0.0
C11003494,0.00022698267276627254,6511777.850000001,0.0,False,17,0.0,658,0.0,False,0.0
C1010475780,1.517256959746606e-05,0.0,67288.69,False,1,67288.69,9077,0.0,False,0.0
C1677375515,4.0091405264384476e-05,191461.97,0.0,False,2,0.0,9077,0.0,False,0.0
C1010484585,1.517256959746606e-05,0.0,402124.71,False,1,402124.71,661,0.0,False,0.0
C793305966,6.501024093130289e-05,1073314.6,0.0,False,4,0.0,661,0.0,False,0.0
C1010570884,1.517256959746606e-05,0.0,293297.34,False,1,293297.34,663,0.0,False,0.0
C1197482041,2.7631987430925268e-05,293297.34,0.0,False,1,0.0,663,0.0,False,0.0
C1010575630,1.517256959746606e-05,0.0,56656.62,False,1,56656.62,666,0.0,False,0.0
C515132998,0.00015222616576551735,3621528.4899999998,0.0,False,11,0.0,666,0.0,False,0.0
C10106023,1.517256959746606e-05,0.0,249448.47,False,1,249448.47,667,0.0,False,0.0
C1106741114,2.7631987430925268e-05,249448.47,0.0,False,1,0.0,667,0.0,False,0.0
C1010628731,1.517256959746606e-05,0.0,252806.41,False,1,252806.41,670,0.0,False,0.0
C1441950301,4.0091405264384476e-05,300663.04,0.0,False,2,0.0,670,0.0,False,0.0
C101063623,1.517256959746606e-05,0.0,23359.06,False,1,23359.06,7589,0.0,False,0.0
C1036138670,5.2550823097843684e-05,622702.28,0.0,False,3,0.0,7589,0.0,False,0.0
C1010729361,1.517256959746606e-05,0.0,134867.39,False,1,134867.39,674,0.0,False,0.0
C128736076,6.501024093130289e-05,312535.13,0.0,False,4,0.0,674,0.0,False,0.0
C1010798710,1.517256959746606e-05,0.0,242824.43,False,1,242824.43,676,0.0,False,0.0
C470217116,0.00012730733009859893,6264366.4399999995,0.0,False,9,0.0,676,0.0,False,0.0
C1010805024,1.517256959746606e-05,0.0,44369.25,False,1,44369.25,678,0.0,False,0.0
C1652576276,4.0091405264384476e-05,156830.88,0.0,False,2,0.0,678,0.0,False,0.0
C1010917054,1.517256959746606e-05,0.0,421422.35,False,1,421422.35,680,0.0,False,0.0
C1453795463,8.992907659822131e-05,1606213.8699999999,0.0,False,6,0.0,680,0.0,False,0.0
C1010970330,1.517256959746606e-05,0.0,233578.68,False,1,233578.68,8354,0.0,False,0.0
C904383922,7.74696587647621e-05,1065838.58,0.0,False,5,0.0,8354,0.0,False,0.0
C1011083480,1.517256959746606e-05,0.0,90461.58,False,1,90461.58,684,0.0,False,0.0
C1815509870,8.992907659822131e-05,2017139.62,0.0,False,6,0.0,684,0.0,False,0.0
C1011084517,1.517256959746606e-05,0.0,519038.33,False,1,519038.33,685,0.0,False,0.0
C360898540,5.2550823097843684e-05,616064.25,0.0,False,3,0.0,685,0.0,False,0.0
C1011104118,1.517256959746606e-05,0.0,41295.56,False,1,41295.56,688,0.0,False,0.0
C932583850,0.00020206383709935413,4897683.86,0.0,False,15,0.0,688,0.0,False,0.0
C1011114704,1.517256959746606e-05,0.0,433934.1,False,1,433934.1,614,0.0,False,0.0
C1011141159,1.517256959746606e-05,0.0,209020.59,False,1,209020.59,691,0.0,False,0.0
C1544377199,5.2550823097843684e-05,1085853.92,0.0,False,3,0.0,691,0.0,False,0.0
C1011142046,1.517256959746606e-05,0.0,92451.68,False,1,92451.68,693,0.0,False,0.0
C933070153,4.0091405264384476e-05,360786.11,0.0,False,2,0.0,693,0.0,False,0.0
C1011155731,1.517256959746606e-05,0.0,21878.14,False,1,21878.14,694,0.0,False,0.0
C250012975,2.7631987430925268e-05,21878.14,0.0,False,1,0.0,694,0.0,False,0.0
C1011188961,1.517256959746606e-05,0.0,72950.37,False,1,72950.37,8016,0.0,False,0.0
C496695089,6.501024093130289e-05,2418900.52,0.0,False,4,0.0,8016,0.0,False,0.0
C1011311625,1.517256959746606e-05,0.0,145704.82,False,1,145704.82,699,0.0,False,0.0
C1183653836,2.7631987430925268e-05,145704.82,0.0,False,1,0.0,699,0.0,False,0.0
C101134167,1.517256959746606e-05,0.0,114209.86,False,1,114209.86,700,0.0,False,0.0
C1732837691,4.0091405264384476e-05,171554.89,0.0,False,2,0.0,700,0.0,False,0.0
C101137613,1.517256959746606e-05,0.0,99041.67,False,1,99041.67,703,0.0,False,0.0
C499085946,6.501024093130289e-05,846542.99,0.0,False,4,0.0,703,0.0,False,0.0
C1011380306,1.517256959746606e-05,0.0,187535.1,False,1,187535.1,4505,0.0,False,0.0
C493028686,4.0091405264384476e-05,498829.36,0.0,False,2,0.0,4505,0.0,False,0.0
C1011406507,1.517256959746606e-05,0.0,1777.09,False,1,1777.09,8636,0.0,False,0.0
C381132810,7.74696587647621e-05,1165465.46,0.0,False,5,0.0,8636,0.0,False,0.0
C1011417827,1.517256959746606e-05,0.0,439724.92,False,1,439724.92,9327,0.0,False,0.0
C1420356843,5.2550823097843684e-05,3855943.69,0.0,False,3,0.0,9327,0.0,False,0.0
C101142253,1.517256959746606e-05,0.0,266010.68,False,1,266010.68,711,0.0,False,0.0
C1317586615,2.7631987430925268e-05,266010.68,0.0,False,1,0.0,711,0.0,False,0.0
C1011464970,1.517256959746606e-05,0.0,266091.13,False,1,266091.13,9111,0.0,False,0.0
C157316544,0.00010238849443168052,1748823.16,0.0,False,7,0.0,9111,0.0,False,0.0
C1011498866,1.517256959746606e-05,0.0,201296.81,False,1,201296.81,715,0.0,False,0.0
C1063777023,5.2550823097843684e-05,522271.6,0.0,False,3,0.0,715,0.0,False,0.0
C10115016,1.517256959746606e-05,0.0,306378.29,False,1,306378.29,717,0.0,False,0.0
C1624533975,7.74696587647621e-05,1071867.44,0.0,False,5,0.0,717,0.0,False,0.0
C1011506394,1.517256959746606e-05,0.0,14510.63,False,1,14510.63,719,0.0,False,0.0
C339099861,0.00012730733009859893,752928.55,0.0,False,9,0.0,719,0.0,False,0.0
C1011534326,1.517256959746606e-05,0.0,294212.09,False,1,294212.09,721,0.0,False,0.0
C575389119,7.74696587647621e-05,976767.06,0.0,False,5,0.0,721,0.0,False,0.0
C101153842,1.517256959746606e-05,0.0,158899.4,False,1,158899.4,723,0.0,False,0.0
C67247632,5.2550823097843684e-05,1101894.45,0.0,False,3,0.0,723,0.0,False,0.0
C101158488,1.517256959746606e-05,0.0,152280.57,False,1,152280.57,126,0.0,False,0.0
C897697267,8.992907659822131e-05,3167440.11,0.0,False,6,0.0,126,0.0,False,0.0
C101161487,1.517256959746606e-05,0.0,193366.77,False,1,193366.77,726,0.0,False,0.0
C1108121945,4.0091405264384476e-05,281286.25,0.0,False,2,0.0,726,0.0,False,0.0
C1011625232,1.517256959746606e-05,0.0,271662.9,False,1,271662.9,417,0.0,False,0.0
C1011637927,1.517256959746606e-05,0.0,308321.86,False,1,308321.86,730,0.0,False,0.0
C383911655,5.2550823097843684e-05,933501.05,0.0,False,3,0.0,730,0.0,False,0.0
C1011656077,1.517256959746606e-05,0.0,5564.25,False,1,5564.25,732,0.0,False,0.0
C1078623329,4.0091405264384476e-05,174468.3,0.0,False,2,0.0,732,0.0,False,0.0
C1011671641,1.517256959746606e-05,0.0,340335.31,False,1,340335.31,9743,0.0,False,0.0
C716442925,0.00012730733009859893,4780455.67,0.0,False,9,0.0,9743,0.0,False,0.0
C1011691452,1.517256959746606e-05,0.0,412347.75,False,1,412347.75,320,0.0,False,0.0
C1011702989,1.517256959746606e-05,0.0,203314.14,False,1,203314.14,737,0.0,False,0.0
C2115119751,2.7631987430925268e-05,203314.14,0.0,False,1,0.0,737,0.0,False,0.0
C101174221,1.517256959746606e-05,0.0,95256.12,False,1,95256.12,739,0.0,False,0.0
C1891996193,0.00010238849443168052,4296001.15,0.0,False,7,0.0,739,0.0,False,0.0
C1011805559,1.517256959746606e-05,0.0,302072.18,False,1,302072.18,741,0.0,False,0.0
C908663235,5.2550823097843684e-05,801231.48,0.0,False,3,0.0,741,0.0,False,0.0
C1011810439,1.517256959746606e-05,0.0,202358.57,False,1,202358.57,7805,0.0,False,0.0
C1638372110,6.501024093130289e-05,585674.3,0.0,False,4,0.0,7805,0.0,False,0.0
C1011818071,1.517256959746606e-05,0.0,187647.46,False,1,187647.46,744,0.0,False,0.0
C970,4.0091405264384476e-05,257490.13999999998,0.0,False,2,0.0,744,0.0,False,0.0
C1011863633,1.517256959746606e-05,0.0,173634.16,False,1,173634.16,8092,0.0,False,0.0
C815379772,8.992907659822131e-05,1652334.43,0.0,False,6,0.0,8092,0.0,False,0.0
C1012021826,1.517256959746606e-05,0.0,77499.26,False,1,77499.26,749,0.0,False,0.0
C1970866392,4.0091405264384476e-05,175514.33000000002,0.0,False,2,0.0,749,0.0,False,0.0
C1012054110,1.517256959746606e-05,0.0,133538.71,False,1,133538.71,750,0.0,False,0.0
C395354582,2.7631987430925268e-05,133538.71,0.0,False,1,0.0,750,0.0,False,0.0
C1012071895,1.517256959746606e-05,0.0,523756.44,False,1,523756.44,753,0.0,False,0.0
C276448939,5.2550823097843684e-05,683497.73,0.0,False,3,0.0,753,0.0,False,0.0
C1012108597,1.517256959746606e-05,0.0,48821.45,False,1,48821.45,842,0.0,False,0.0
C1558917030,4.0091405264384476e-05,104158.14,0.0,False,2,0.0,842,0.0,False,0.0
C1012113410,1.517256959746606e-05,0.0,122450.16,False,1,122450.16,757,0.0,False,0.0
C1615443145,0.00010238849443168052,2361717.59,0.0,False,7,0.0,757,0.0,False,0.0
C1012149224,1.517256959746606e-05,0.0,103494.05,False,1,103494.05,11040,0.0,False,0.0
C1604937775,6.501024093130289e-05,788604.38,0.0,False,4,0.0,11040,0.0,False,0.0
C101215125,1.517256959746606e-05,0.0,39255.07,False,1,39255.07,2253,0.0,False,0.0
C1411863742,4.0091405264384476e-05,349093.31,0.0,False,2,0.0,2253,0.0,False,0.0
C1012155742,1.517256959746606e-05,0.0,114199.65,False,1,114199.65,3273,0.0,False,0.0
C369045193,4.0091405264384476e-05,538500.05,0.0,False,2,0.0,3273,0.0,False,0.0
C101216053,1.517256959746606e-05,0.0,17336.7,False,1,17336.7,2771,0.0,False,0.0
C696407327,6.501024093130289e-05,739328.63,0.0,False,4,0.0,2771,0.0,False,0.0
C1012349956,1.517256959746606e-05,0.0,3932449.48,False,1,3932449.48,767,0.0,False,0.0
C1948558238,0.00012730733009859893,7990724.54,0.0,False,9,0.0,767,0.0,False,0.0
C1012369306,1.517256959746606e-05,0.0,12756.4,False,1,12756.4,769,0.0,False,0.0
C126351739,8.992907659822131e-05,506736.33,0.0,False,6,0.0,769,0.0,False,0.0
C1012491783,1.517256959746606e-05,0.0,6350.67,False,1,6350.67,771,0.0,False,0.0
C1743229382,4.0091405264384476e-05,631084.99,0.0,False,2,0.0,771,0.0,False,0.0
C1012495848,1.517256959746606e-05,0.0,49166.06,False,1,49166.06,773,0.0,False,0.0
C1779286100,2.7631987430925268e-05,49166.06,0.0,False,1,0.0,773,0.0,False,0.0
C1012552887,1.517256959746606e-05,0.0,272709.33,False,1,272709.33,774,0.0,False,0.0
C1935365522,5.2550823097843684e-05,529937.9,0.0,False,3,0.0,774,0.0,False,0.0
C1012560329,1.517256959746606e-05,0.0,248380.05,False,1,248380.05,8147,0.0,False,0.0
C978058681,5.2550823097843684e-05,1524842.89,0.0,False,3,0.0,8147,0.0,False,0.0
C1012571819,1.517256959746606e-05,0.0,129392.4,False,1,129392.4,10533,0.0,False,0.0
C1619402333,0.00015222616576551735,4739717.05,0.0,False,11,0.0,10533,0.0,False,0.0
C1012605166,1.517256959746606e-05,0.0,1435040.07,False,1,1435040.07,781,0.0,False,0.0
C1765998352,7.74696587647621e-05,3249985.96,0.0,False,5,0.0,781,0.0,False,0.0
C1012696483,1.517256959746606e-05,0.0,1033450.97,False,1,1033450.97,2207,0.0,False,0.0
C1527944640,6.501024093130289e-05,3207949.63,0.0,False,4,0.0,2207,0.0,False,0.0
C1012776440,1.517256959746606e-05,0.0,106622.7,False,1,106622.7,785,0.0,False,0.0
C1183572822,7.74696587647621e-05,371001.76,0.0,False,5,0.0,785,0.0,False,0.0
C1012902452,1.517256959746606e-05,0.0,64143.49,False,1,64143.49,787,0.0,False,0.0
C1229365714,4.0091405264384476e-05,179473.4,0.0,False,2,0.0,787,0.0,False,0.0
C1012969897,1.517256959746606e-05,0.0,15473.8,False,1,15473.8,788,0.0,False,0.0
C1312652751,2.7631987430925268e-05,15473.8,0.0,False,1,0.0,788,0.0,False,0.0
C1013015095,1.517256959746606e-05,0.0,8398.09,False,1,8398.09,790,0.0,False,0.0
C1526542158,2.7631987430925268e-05,8398.09,0.0,False,1,0.0,790,0.0,False,0.0
C1013021460,1.517256959746606e-05,0.0,3645.23,False,1,3645.23,9865,0.0,False,0.0
C1777369261,6.501024093130289e-05,565958.7000000001,0.0,False,4,0.0,9865,0.0,False,0.0
C1013036687,1.517256959746606e-05,0.0,205211.55,False,1,205211.55,9536,0.0,False,0.0
C874023329,0.00016468558359897654,5556380.18,0.0,False,12,0.0,9536,0.0,False,0.0
C1013038229,1.517256959746606e-05,0.0,103597.41,False,1,103597.41,797,0.0,False,0.0
C436974042,4.0091405264384476e-05,160354.23,0.0,False,2,0.0,797,0.0,False,0.0
C1013045027,1.517256959746606e-05,0.0,237265.91,False,1,237265.91,799,0.0,False,0.0
C1044472558,8.992907659822131e-05,1318817.8699999999,0.0,False,6,0.0,799,0.0,False,0.0
C1013069521,1.517256959746606e-05,0.0,201090.12,False,1,201090.12,2396,0.0,False,0.0
C1583408697,6.501024093130289e-05,853313.95,0.0,False,4,0.0,2396,0.0,False,0.0
C1013086470,1.517256959746606e-05,0.0,8994.43,False,1,8994.43,10875,0.0,False,0.0
C997470268,6.501024093130289e-05,161591.7,0.0,False,4,0.0,10875,0.0,False,0.0
C1013096616,1.517256959746606e-05,0.0,198713.64,False,1,198713.64,805,0.0,False,0.0
C786113584,5.2550823097843684e-05,989172.27,0.0,False,3,0.0,805,0.0,False,0.0
C1013097003,1.517256959746606e-05,0.0,1327566.28,False,1,1327566.28,806,0.0,False,0.0
C1357984916,7.74696587647621e-05,2402947.86,0.0,False,5,0.0,806,0.0,False,0.0
C1013103919,1.517256959746606e-05,0.0,103129.12,False,1,103129.12,808,0.0,False,0.0
C1960196431,2.7631987430925268e-05,103129.12,0.0,False,1,0.0,808,0.0,False,0.0
C1013104188,1.517256959746606e-05,0.0,376292.35,False,1,376292.35,3620,0.0,False,0.0
C1899073220,0.00022698267276627254,5199104.6,0.0,False,17,0.0,3620,0.0,False,0.0
C1013202627,1.517256959746606e-05,0.0,1854607.33,False,1,1854607.33,812,0.0,False,0.0
C555893800,4.0091405264384476e-05,3301850.67,0.0,False,2,0.0,812,0.0,False,0.0
C1013239102,1.517256959746606e-05,0.0,120113.68,False,1,120113.68,815,0.0,False,0.0
C1741004414,8.99290765982213e-05,698380.58,0.0,False,6,0.0,815,0.0,False,0.0
C1013281643,1.517256959746606e-05,0.0,126679.9,False,1,126679.9,5114,0.0,False,0.0
C1032442702,6.501024093130289e-05,832305.8200000001,0.0,False,4,0.0,5114,0.0,False,0.0
C1013284297,1.517256959746606e-05,0.0,654899.13,False,1,654899.13,818,0.0,False,0.0
C1272179353,0.00011484791226513974,1953517.73,0.0,False,8,0.0,818,0.0,False,0.0
C1013293880,1.517256959746606e-05,0.0,791795.93,False,1,791795.93,333,0.0,False,0.0
C1013364780,1.517256959746606e-05,0.0,519283.35,False,1,519283.35,39,0.0,False,0.0
C1013435877,1.517256959746606e-05,0.0,2694220.17,False,1,2694220.17,822,0.0,False,0.0
C1109959414,7.74696587647621e-05,4475138.92,0.0,False,5,0.0,822,0.0,False,0.0
C1013480583,1.517256959746606e-05,0.0,96347.52,False,1,96347.52,825,0.0,False,0.0
C1628737580,7.74696587647621e-05,711124.63,0.0,False,5,0.0,825,0.0,False,0.0
C1013502077,1.517256959746606e-05,0.0,196613.04,False,1,196613.04,826,0.0,False,0.0
C415155691,5.2550823097843684e-05,385105.61,0.0,False,3,0.0,826,0.0,False,0.0
C1013578524,1.517256959746606e-05,0.0,327109.13,False,1,327109.13,3600,0.0,False,0.0
C679235222,8.992907659822131e-05,5024706.29,0.0,False,6,0.0,3600,0.0,False,0.0
C1013613653,1.517256959746606e-05,0.0,47139.09,False,1,47139.09,830,0.0,False,0.0
C1772570511,2.7631987430925268e-05,47139.09,0.0,False,1,0.0,830,0.0,False,0.0
C1013666335,1.517256959746606e-05,0.0,4572.59,False,1,4572.59,832,0.0,False,0.0
C1978259635,2.7631987430925268e-05,4572.59,0.0,False,1,0.0,832,0.0,False,0.0
C1013667471,1.517256959746606e-05,0.0,192296.55,False,1,192296.55,835,0.0,False,0.0
C1343697255,6.501024093130289e-05,882421.3999999999,0.0,False,4,0.0,835,0.0,False,0.0
C1013730412,1.517256959746606e-05,0.0,3097753.73,False,1,3097753.73,836,0.0,False,0.0
C776817954,0.00010238849443168052,6562107.390000001,0.0,False,7,0.0,836,0.0,False,0.0
C1013777273,1.517256959746606e-05,0.0,6483.32,False,1,6483.32,8362,0.0,False,0.0
C85545239,4.0091405264384476e-05,28330.26,0.0,False,2,0.0,8362,0.0,False,0.0
C1013795861,1.517256959746606e-05,0.0,8899.86,False,1,8899.86,8514,0.0,False,0.0
C473344802,4.0091405264384476e-05,41888.95,0.0,False,2,0.0,8514,0.0,False,0.0
C1013826660,1.517256959746606e-05,0.0,60472.91,False,1,60472.91,10906,0.0,False,0.0
C336809812,4.0091405264384476e-05,214732.74,0.0,False,2,0.0,10906,0.0,False,0.0
C1013835074,1.517256959746606e-05,0.0,102468.21,False,1,102468.21,845,0.0,False,0.0
C1360913629,4.0091405264384476e-05,345813.34,0.0,False,2,0.0,845,0.0,False,0.0
C1013837478,1.517256959746606e-05,0.0,128236.99,False,1,128236.99,847,0.0,False,0.0
C2061011390,8.992907659822131e-05,5924987.3,0.0,False,6,0.0,847,0.0,False,0.0
C1013885854,1.517256959746606e-05,0.0,641216.77,False,1,641216.77,849,0.0,False,0.0
C439078113,0.00015222616576551735,5622985.93,0.0,False,11,0.0,849,0.0,False,0.0
C101389526,1.517256959746606e-05,0.0,27391.24,False,1,27391.24,851,0.0,False,0.0
C881121415,4.0091405264384476e-05,59765.93,0.0,False,2,0.0,851,0.0,False,0.0
