step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,balance_error_orig,balance_error_dest,amount_to_balance_ratio,is_zero_balance_after,is_full_transfer,type_encoded,tx_count_last_1h,tx_volume_last_1h,tx_count_last_24h,pagerank,in_circular_ring,community_id,betweenness,high_risk_community,Risk_Score_IForest,Risk_Score_LOF,AE_Score,GNN_Risk_Score,Risk_Score_Ensemble,Is_Anomaly,Is_Anomaly_v2
10,TRANSFER,2949742.45,C1466780977,12016.0,0.0,C640492521,515707.14,3465449.59,0,0,-2937726.45,4.656612873077393e-10,245.4641299825248,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7696.0,0.0,False,0.7255493280973064,0.0002914862522495,7.894256e-06,0.2741148471832275,0.249976709347493,1,1
9,TRANSFER,1975842.22,C1466804534,0.0,0.0,C1414803985,2266968.64,4242810.86,0,0,-1975842.22,0.0,1975842.22,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,4523.0,0.0,False,0.8045353548582319,0.001067157447631,7.738141e-06,0.1882297992706298,0.2484070414642216,1,1
11,TRANSFER,2423077.28,C1470725887,0.0,0.0,C1219273867,8410112.64,10496744.19,0,0,-2423077.28,336445.73000000045,2423077.28,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3112.0,0.0,False,0.8717193912104311,0.0024774236793015,9.117747e-06,0.025196373462677,0.2247271612283249,1,1
8,TRANSFER,2325148.88,C1472822984,0.0,0.0,C1141137903,8557728.3,14068690.23,0,0,-2325148.88,-3185813.0500000007,2325148.88,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3240.0,0.0,False,0.9281430186968568,0.0008918156296558,2.1056205e-05,0.0239807330071926,0.2382156179137433,1,1
11,TRANSFER,1870447.18,C1473074634,0.0,0.0,C1633271169,4425666.63,6296113.8,0,0,-1870447.18,0.0099999997764825,1870447.18,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7784.0,0.0,False,0.8030846852671522,0.0004433262206725,6.8718405e-06,0.0104762408882379,0.2034809583353046,1,1
11,TRANSFER,1678461.92,C147316918,0.0,0.0,C1225390660,5542554.96,7221016.88,0,0,-1678461.92,0.0,1678461.92,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7785.0,0.0,False,0.7433230067937976,0.0002622946702933,5.223891e-06,0.0853141173720359,0.2072133071428907,1,1
9,TRANSFER,3736812.13,C147581914,0.0,0.0,C2006081398,4743010.67,10673710.4,0,0,-3736812.13,-2193887.6,3736812.13,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7819.0,0.0,False,0.9586606182392412,0.0023392125953715,1.558589e-05,0.0275900736451149,0.2470351912574496,1,1
9,CASH_OUT,34562.68,C1476982357,21324.0,0.0,C1583573665,26653.0,121363.43,0,0,-13238.68,-60147.74999999999,1.620758733880422,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,7836.0,0.0,False,0.0640886490652724,0.0007570884911183,1.2089676e-07,0.8581664562225342,0.230715230289204,1,1
10,TRANSFER,1135430.99,C1477005040,0.0,0.0,C1557753656,4947845.84,6562028.08,0,0,-1135430.99,-478751.25,1135430.99,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7838.0,0.0,False,0.5987181610210144,0.0006140622740775,2.3220205e-06,0.2654419541358948,0.2161635378501933,1,1
10,CASH_OUT,2886.57,C147839300,360212.06,357325.49,C765980478,0.0,2886.57,0,0,0.0,0.0,0.0080135073392397,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,7851.0,0.0,False,0.1230415646253079,0.0003054542454706,3.632572e-07,0.9251969456672668,0.2621208273993993,1,1
7,TRANSFER,10594.26,C1478917025,14660.0,4065.74,C2046578329,8746.28,19340.53,0,0,0.0,0.0100000000020372,0.7226151012891344,0,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7864.0,0.0,False,0.1265092868661851,0.0010772220137145,2.940855e-06,0.8912387490272522,0.2546533356326314,1,1
11,CASH_OUT,43692.23,C1479087572,0.0,0.0,C260931560,48739.14,57407.0,0,0,-43692.23,35024.369999999995,43692.23,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,7867.0,0.0,False,0.0453194517917735,0.0405906131946344,9.106843e-08,0.8200668096542358,0.224464715320959,1,1
7,TRANSFER,2848328.52,C1479426296,0.0,0.0,C801142660,6476843.49,16408480.12,0,0,-2848328.52,-7083308.109999999,2848328.52,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3237.0,0.0,False,1.0,0.0019879568237014,7.175058e-05,0.025196373462677,0.2567182099052255,1,1
9,TRANSFER,120054.97,C1479620723,589228.53,469173.56,C384572168,0.0,120054.97,0,0,5.820766091346741e-11,0.0,0.2037490721145629,0,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7878.0,0.0,False,0.2336707615392035,0.0004110272919573,1.8447031e-06,0.8708027005195618,0.2762011243840105,1,1
9,TRANSFER,2535919.17,C1480517126,0.0,0.0,C1916720513,14774847.43,19061997.83,0,0,-2535919.17,-1751231.2299999967,2535919.17,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3057.0,0.0,False,0.9006238780284149,0.0005496810695787,9.530721e-06,0.025196373462677,0.2315678583031541,1,1
11,TRANSFER,1179531.51,C1481201434,0.0,0.0,C1889395764,16851372.18,18397069.74,0,0,-1179531.51,-366166.049999997,1179531.51,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7891.0,0.0,False,0.6094573888851808,0.0007898948190381,2.3223038e-06,0.7333972454071045,0.3358723342280104,1,1
8,CASH_OUT,235912.73,C1484165099,146382.0,0.0,C811696413,11216.0,135456.9,0,0,-89530.73000000001,111671.83000000002,1.6116128922074284,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,7924.0,0.0,False,0.1225649342859597,0.000787598221862,3.1492903e-07,0.6911623477935791,0.2035894346429717,1,1
6,CASH_OUT,17246.0,C1484518113,17246.0,0.0,C978609035,0.0,17246.0,1,0,0.0,0.0,0.999942018901838,1,1,1,0.0,0.0,0.0,1.517256959746606e-05,False,2188.0,0.0,False,0.1061751619835341,0.0003278376651664,0.17335632,0.9744246006011964,0.3222224084897322,1,1
11,TRANSFER,1110092.28,C1484748424,1053.0,0.0,C254546355,117141.01,9576273.74,0,0,-1109039.28,-8349040.45,1053.2184819734346,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,5219.0,0.0,False,0.6255678953174609,0.0039493765213498,3.5080382e-05,0.4176204204559326,0.261597478362787,1,1
7,TRANSFER,34987.81,C1484954668,107265.0,72277.19,C1408538096,0.0,34987.81,0,0,0.0,0.0,0.3261780060783472,0,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7943.0,0.0,False,0.1446488638592391,0.0004193267835344,2.2169856e-06,0.8581664562225342,0.2507883604728905,1,1
11,TRANSFER,1206281.2,C1485589023,46257.0,0.0,C744657759,798793.22,2005074.42,0,0,-1160024.2,0.0,26.077245017078127,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3336.0,0.0,False,0.4232748942826501,0.0006415517591335,1.5026513e-06,0.6415291428565979,0.2663297704320645,1,1
8,CASH_OUT,43000.21,C1486019291,172956.95,129956.74,C225769102,89956.12,132956.34,0,0,1.4551915228366852e-11,-0.0100000000093132,0.2486165567989213,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,7952.0,0.0,False,0.0874724923424838,0.0005092610366496,1.4826274e-07,0.8200668096542358,0.226986722185334,1,1
9,TRANSFER,3311473.97,C1487780787,449901.18,0.0,C164068556,11242113.08,14792371.53,0,0,-2861572.79,-238784.47999999856,7.3604310385871,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7978.0,0.0,False,0.7997005807867369,0.0059107477516241,1.4705344e-05,0.0151806492358446,0.2049068686596108,1,1
10,TRANSFER,1170756.67,C1487909330,2406243.27,1235486.59,C1302803707,2855974.42,4635769.59,0,0,0.0100000000093132,-609038.5,0.4865493851129253,0,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7981.0,0.0,False,0.5808642271982659,0.0028761966158695,6.758871e-06,0.3261076211929321,0.2273202290823402,1,1
11,CASH_OUT,29836.47,C1487968141,0.0,0.0,C2105658986,50776.72,99559.22,0,0,-29836.47,-18946.03,29836.47,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,7983.0,0.0,False,0.0501863051842226,0.0006275497459833,4.207589e-08,0.8504565954208374,0.2252862477232294,1,1
10,TRANSFER,1158537.33,C1488285784,31014.0,0.0,C2082673402,1921569.64,3094716.59,0,0,-1127523.33,-14609.620000000112,37.35409737223924,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,5016.0,0.0,False,0.4095862386298705,0.0006677180305786,1.3458537e-06,0.7522038817405701,0.29058147745483,1,1
10,CASH_OUT,43404.85,C1488955488,0.0,0.0,C1948502991,31893.0,0.0,0,0,-43404.85,75297.85,43404.85,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,7991.0,0.0,False,0.0520029863871904,0.0005570850668,1.1955001e-07,0.8200668096542358,0.21812890188872,1,1
11,CASH_OUT,13266.14,C1489469437,0.0,0.0,C1929097404,403183.26,416449.4,0,0,-13266.14,0.0,13266.14,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,10245.0,0.0,False,0.0462858955123113,0.0010693187918969,1.1861567e-07,0.7883142232894897,0.208863929043531,1,1
8,CASH_OUT,21362.41,C1489487621,150747.73,129385.32,C820234826,0.0,21362.41,0,0,0.0,0.0,0.1417087228529222,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8005.0,0.0,False,0.0783058135256822,0.0138221210290395,1.8665763e-07,0.9236754775047302,0.2532598029607014,1,1
10,TRANSFER,1551093.52,C1489734210,0.0,0.0,C1691419695,3105375.95,4787063.53,0,0,-1551093.52,-130594.0599999996,1551093.52,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8010.0,0.0,False,0.7209055257253383,0.0026529857450896,3.8850735e-06,0.1023994013667106,0.2063579944441516,1,1
9,TRANSFER,1066755.2,C1489854752,407604.19,0.0,C886038098,84991.0,1018354.26,0,0,-659151.01,133391.93999999994,2.617128599368423,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3778.0,0.0,False,0.4941596099926014,0.0011209807615358,1.2286301e-06,0.3675092756748199,0.2156417861582329,1,1
10,TRANSFER,2053404.56,C1489937408,0.0,0.0,C1044117371,3909495.23,8406469.36,0,0,-2053404.56,-2443569.57,2053404.56,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8011.0,0.0,False,0.8827423918092757,0.0012368018497071,1.2601263e-05,0.1726183593273162,0.2640913285331641,1,1
9,TRANSFER,2781310.15,C1490353954,0.0,0.0,C1802632685,5367945.86,9452880.13,0,0,-2781310.15,-1303624.120000001,2781310.15,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,4769.0,0.0,False,0.91739834471975,0.000546786892024,9.3535955e-06,0.025196373462677,0.2357608430027942,1,1
9,CASH_IN,835196.9,C1492583721,19752616.02,20587812.92,C129529297,1196736.78,550757.91,0,0,-1670393.8000000007,1481175.77,0.0422828478451408,0,0,0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.8348229936563354,0.0059646679407581,6.6534662e-06,0.0,0.2099006780422904,1,1
10,TRANSFER,1945146.0,C1493565689,0.0,0.0,C815264031,5820636.31,9051539.23,0,0,-1945146.0,-1285756.9200000009,1945146.0,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,9046.0,0.0,False,0.8352436105522254,0.0002987468030712,5.4620846e-06,0.051023218780756,0.2216280953193224,1,1
9,CASH_OUT,9093.39,C1493742614,0.0,0.0,C275240684,2184050.16,2487509.5,0,0,-9093.39,-294365.9499999997,9093.39,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,7900.0,0.0,False,0.0722086466713599,0.0004312925913174,7.653099e-08,0.8340616822242737,0.2266538637014686,1,1
9,CASH_OUT,235208.57,C1494537579,0.0,0.0,C817918991,59284.39,259239.0,0,0,-235208.57,35253.96000000002,235208.57,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8083.0,0.0,False,0.1070638590317236,0.0007134475858336,1.6121577e-07,0.7942160367965698,0.2254627118389727,1,1
10,CASH_OUT,245702.5,C149462979,0.0,0.0,C729207408,302403.82,0.0,0,0,-245702.5,548106.3200000001,245702.5,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8090.0,0.0,False,0.1897797523983249,0.0003156134949394,5.704711e-07,0.8054848313331604,0.2488794397731967,1,1
9,CASH_OUT,8354.23,C1495000360,255171.39,246817.16,C1548419852,299730.61,337151.41,0,0,0.0,-29066.570000000007,0.0327395530527421,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8098.0,0.0,False,0.1102797301211206,0.0323913066215662,3.16227e-07,0.8912387490272522,0.2568579759795056,1,1
1,TRANSFER,1724887.05,C1495608502,0.0,0.0,C1590550415,3470595.1,19169204.93,0,0,-1724887.05,-13973722.78,1724887.05,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3467.0,0.0,False,0.908545705632276,0.0043483650701506,0.000100907884,0.018451752141118,0.2326493098229991,1,1
9,TRANSFER,1710722.18,C1495789075,0.0,0.0,C381390837,2176171.19,3886893.37,0,0,-1710722.18,0.0,1710722.18,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8113.0,0.0,False,0.7593571377664765,0.0003137649691564,5.488089e-06,0.2912946343421936,0.2627273424477662,1,1
10,TRANSFER,2539166.46,C1496769715,0.0,0.0,C1635341595,7545519.51,10201783.05,0,0,-2539166.46,-117097.08000000194,2539166.46,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1774.0,0.0,False,0.8719411756648965,0.0006221830981268,8.558729e-06,0.025196373462677,0.2244113915203403,1,1
8,CASH_OUT,21930.11,C1496778694,72241.0,50310.89,C1069892822,203727.53,225657.64,0,0,0.0,0.0,0.3035645469394535,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8128.0,0.0,False,0.0709818726183655,0.0008603659061591,2.0021443e-07,0.9236754775047302,0.2488364707763361,1,1
11,TRANSFER,2278250.2,C1498514637,12753.0,0.0,C1940729177,407477.28,2679685.42,0,0,-2265497.2,6042.0600000005215,178.63024933354242,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8149.0,0.0,False,0.6706520768120049,0.0004277499425171,3.985841e-06,0.5337436199188232,0.3011856699235716,1,1
9,CASH_OUT,21922.0,C1499032143,21922.0,0.0,C1508330669,1929861.61,2046918.8,1,0,0.0,-95135.18999999994,0.9999543858048624,1,1,1,0.0,0.0,0.0,1.517256959746606e-05,False,2811.0,0.0,False,0.1222808384043064,0.0018567370170103,0.17332555,0.9416772723197936,0.3183585441255839,1,1
1,CASH_OUT,235238.66,C1499825229,235238.66,0.0,C2100440237,0.0,235238.66,1,0,0.0,0.0,0.9999957490161312,1,1,1,0.0,0.0,0.0,1.517256959746606e-05,False,8167.0,0.0,True,0.1959229564897484,0.0003755659713856,0.17334421,0.7942160367965698,0.2996131259430418,1,1
10,TRANSFER,1369884.31,C1500504197,4107246.33,2737362.01,C7881234,1626517.61,3127178.12,0,0,0.0100000002421438,-130776.2000000002,0.3335285654686882,0,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7482.0,0.0,False,0.6199692973783969,0.0055362562588494,5.891812e-06,0.2123548090457916,0.209190045401539,1,1
10,TRANSFER,1911420.64,C1501302557,0.0,0.0,C1323741703,2936725.46,5395977.69,0,0,-1911420.64,-547831.5900000008,1911420.64,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3812.0,0.0,False,0.8109794472019317,0.0004594771952164,5.8414735e-06,0.6013737916946411,0.3531819576053174,1,1
11,CASH_OUT,16721.22,C1503100172,0.0,0.0,C1566048919,1371627.67,1366219.33,0,0,-16721.22,22129.559999999823,16721.22,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,4809.0,0.0,False,0.0428892048348025,0.3429122126927508,9.216418e-08,0.8223158121109009,0.2848837244242313,1,1
9,TRANSFER,3183682.79,C1503132492,0.0,0.0,C1106744673,3384928.39,6671536.55,0,0,-3183682.79,-102925.37000000013,3183682.79,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,1825.0,0.0,False,0.9119322466524222,0.0006369702046129,1.04401915e-05,0.0151806492358446,0.2319087500705892,1,1
10,TRANSFER,1252508.33,C1504062756,16762.0,0.0,C1655752997,18400.0,743739.14,0,0,-1235746.33,527169.1900000001,74.71862614090557,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8224.0,0.0,False,0.4864498162423403,0.0009460410286861,2.0025432e-06,0.4652836322784424,0.2381231710989065,1,1
10,CASH_OUT,19997.05,C1504621137,10243.0,0.0,C839977149,710417.83,730414.88,0,0,-9754.05,0.0,1.952074385005857,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8238.0,0.0,False,0.0496020885159163,0.0002804887523639,6.1236946e-08,0.9379377961158752,0.2469410872795049,1,1
11,CASH_OUT,19071.97,C1505233903,0.0,0.0,C993553319,2279217.23,2298289.2,0,0,-19071.97,0.0,19071.97,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,1469.0,0.0,False,0.0443607811158391,0.0008906673909801,6.469145e-08,0.9197655916213988,0.2412097460699412,1,1
9,TRANSFER,1084448.45,C1505302625,142909.95,0.0,C779978956,1419422.45,2479019.01,0,0,-941538.5,24851.89000000013,7.588281023952327,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8244.0,0.0,False,0.4405208041928997,0.0008123393402029,1.3687506e-06,0.4176204204559326,0.2146981846554536,1,1
9,CASH_OUT,10060.96,C1505579812,17471.0,7410.04,C329206545,15585.0,25645.96,0,0,9.094947017729282e-13,0.0,0.5758333333333333,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,6320.0,0.0,False,0.0768681430347008,0.0005346593403655,2.8333884e-07,0.7658106684684753,0.2107767197455191,1,1
11,CASH_OUT,502559.54,C1506243277,10364.0,0.0,C2039977883,49965.0,196726.59,0,0,-492195.54,355797.95000000007,48.48620742884708,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8263.0,0.0,False,0.1830769692644235,0.0004194520033326,5.002188e-07,0.9098259210586548,0.2733097630470813,1,1
10,TRANSFER,1246086.26,C1507729543,469768.88,0.0,C1268508281,328412.28,1588783.54,0,0,-776317.38,-14285.0,2.6525460934191862,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8295.0,0.0,False,0.5143225563169139,0.0006948482041788,8.723296e-07,0.5740963220596313,0.2722439509338586,1,1
9,CASH_OUT,2944.93,C1507954859,0.0,0.0,C855388453,9936.0,12880.93,0,0,-2944.93,0.0,2944.93,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8299.0,0.0,False,0.0546323824879653,0.0002800564616542,2.1029936e-07,0.9251969456672668,0.2450134064209531,1,1
9,CASH_OUT,22874.39,C1508588670,10666.0,0.0,C706781658,216880.27,0.0,0,0,-12208.39,239754.66,2.1444070497796943,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,9754.0,0.0,False,0.0774535154330804,0.0009976937996668,2.3362189e-07,0.7761861085891724,0.2136095148520677,1,1
11,CASH_OUT,31050.93,C1508659907,21409.0,0.0,C1173563346,31314.0,0.0,0,0,-9641.93,62364.93,1.4503003269500234,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8307.0,0.0,False,0.0580283312983807,0.001051656494664,1.3176951e-07,0.8504565954208374,0.2273316025095905,1,1
10,TRANSFER,1504336.84,C1508997264,0.0,0.0,C14376585,6479200.71,8328525.51,0,0,-1504336.84,-344987.96,1504336.84,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8312.0,0.0,False,0.7138243691793704,0.0003449848909546,3.6479757e-06,0.1940946877002716,0.227049855590916,1,1
10,CASH_OUT,15015.92,C1510268256,0.0,0.0,C220766773,37256.28,52272.2,0,0,-15015.92,0.0,15015.92,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,630.0,0.0,False,0.0455329613261322,0.0005316618381135,9.914418e-08,0.9122328758239746,0.2395478213984044,1,1
11,CASH_OUT,1021400.8,C1510778570,16051.0,0.0,C1787458705,0.0,531851.93,0,0,-1005349.8,489548.87,63.63075006229754,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8276.0,0.0,False,0.4070711719258968,0.0007768543219835,5.1487905e-06,0.5081366300582886,0.2289588659977002,1,1
1,TRANSFER,236343.99,C1511004956,43010.81,0.0,C1826334428,8061.0,33316.54,0,0,-193333.18,211088.45,5.494862690037922,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8345.0,0.0,False,0.2028476832706973,0.0007406989983439,6.172433e-07,0.6911623477935791,0.2236508327387313,1,1
9,CASH_OUT,23408.13,C1511260265,16631.0,0.0,C1033404095,7026.0,1646819.07,0,0,-6777.130000000001,-1616384.9400000002,1.4074152236652238,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,1224.0,0.0,False,0.1888691126657679,0.0003432220726802,4.6532503e-07,0.7889196872711182,0.2445159839962751,1,1
10,CASH_OUT,31094.46,C1511612002,0.0,0.0,C2052247930,84921.0,68767.15,0,0,-31094.46,47248.31,31094.46,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8352.0,0.0,False,0.043391388909741,0.0005001737956145,5.7628633e-08,0.8504565954208374,0.2235620481303576,1,1
1,TRANSFER,1147953.82,C1512273713,0.0,0.0,C657736958,4708479.3,5579568.65,0,0,-1147953.82,276864.46999999974,1147953.82,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8361.0,0.0,False,0.5984924189446,0.0005502693276079,1.9220893e-06,0.4176204204559326,0.2541388403424579,1,1
11,CASH_OUT,21846.94,C1512381275,236233.0,214386.06,C85545239,40178.65,62025.59,0,0,0.0,0.0,0.0924800833072292,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8362.0,0.0,False,0.0919826229328732,0.0112401998436137,1.8225164e-07,0.899895191192627,0.2502175481755904,1,1
11,TRANSFER,957073.34,C1512824372,192815.93,0.0,C1561784955,4609783.36,7699093.9,0,0,-764257.4099999999,-2132237.2,4.963637477269242,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,2199.0,0.0,False,0.535552654973641,0.000707415502775,2.3912569e-06,0.3326132893562317,0.2171836865601,1,1
9,TRANSFER,1944626.74,C1513257424,0.0,0.0,C984805074,3039985.97,4984612.71,0,0,-1944626.74,0.0,1944626.74,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8374.0,0.0,False,0.8052611805529644,0.0008469534980433,7.478635e-06,0.0141300503164529,0.205019442007606,1,1
9,TRANSFER,1000275.45,C1513688502,0.0,0.0,C993884064,1066963.35,2064290.0,0,0,-1000275.45,2948.8000000000466,1000275.45,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8380.0,0.0,False,0.5345123143379618,0.0003815575000649,9.779465e-07,0.408230185508728,0.2357622298456337,1,1
11,TRANSFER,1137826.41,C1514370832,143877.0,0.0,C1911073179,251851.07,2027697.0,0,0,-993949.41,-638019.52,7.908272355745839,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3319.0,0.0,False,0.4703124737950174,0.0011221886882149,2.0810717e-06,0.5428493618965149,0.2535155209820272,1,1
9,TRANSFER,3424071.04,C1514972762,808064.26,0.0,C1121453612,4589629.2,8732619.21,0,0,-2616006.7800000003,-718918.9700000007,4.237369442166094,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8398.0,0.0,False,0.8030809256738943,0.0039384977334483,1.5206847e-05,0.0275900736451149,0.2084600114305151,1,1
10,TRANSFER,965318.43,C1515423581,463716.71,0.0,C1521873113,43802.76,1009121.2,0,0,-501601.72,-0.0099999998928979,2.081694119467639,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8406.0,0.0,False,0.4679432192581163,0.000419412264908,1.5772325e-06,0.4582739174365997,0.2316386397964235,1,1
10,TRANSFER,1035330.22,C1516284422,0.0,0.0,C138111863,2911734.23,3493505.04,0,0,-1035330.22,453559.41000000015,1035330.22,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8420.0,0.0,False,0.5807169003456454,0.0014433992070513,2.0248683e-06,0.2931579351425171,0.2187579961739434,1,1
9,TRANSFER,2008218.5,C1516483681,0.0,0.0,C1825775199,8856592.76,10778498.8,0,0,-2008218.5,86312.45999999903,2008218.5,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8421.0,0.0,False,0.8105893191094762,0.0006414302390226,8.326101e-06,0.0318041667342186,0.2107291553390654,1,1
9,CASH_OUT,35143.32,C1517307069,5558.0,0.0,C1718171891,0.0,35143.32,0,0,-29585.32,0.0,6.3218780356179165,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8427.0,0.0,False,0.0391601806189,0.0012247052081623,5.6098926e-08,0.8581664562225342,0.2245766170816699,1,1
9,TRANSFER,1556642.43,C1517821135,0.0,0.0,C1626759869,1737726.59,3294369.02,0,0,-1556642.43,0.0,1556642.43,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,7639.0,0.0,False,0.7174697008325909,0.0009717549760302,4.2323427e-06,0.1438436359167099,0.2155239548853381,1,1
10,TRANSFER,2972591.95,C1518023294,0.0,0.0,C1760966565,4203102.51,7121507.96,0,0,-2972591.95,54186.5,2972591.95,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8441.0,0.0,False,0.9011289342922632,0.0005438472897316,9.485326e-06,0.0417320877313613,0.2358268705617715,1,1
11,CASH_OUT,2980.78,C151866048,0.0,0.0,C322047403,34977.0,0.0,0,0,-2980.78,37957.78,2980.78,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8449.0,0.0,False,0.0514711912608766,0.0004143055546024,2.2628386e-07,0.9251969456672668,0.2442499632281169,1,1
1,TRANSFER,1429051.47,C1520267010,0.0,0.0,C1590550415,2041543.62,19169204.93,0,0,-1429051.47,-15698609.84,1429051.47,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,3467.0,0.0,False,0.8530228874468797,0.0035756342977952,8.3747465e-05,0.018451752141118,0.2186089109965411,1,1
9,TRANSFER,2391664.56,C1522171194,0.0,0.0,C1268693750,3021096.11,5412760.66,0,0,-2391664.56,0.0099999997764825,2391664.56,1,0,4,0.0,0.0,0.0,1.517256959746606e-05,False,8506.0,0.0,False,0.8611439292748029,0.000233209171842,8.457179e-06,0.025196373462677,0.2216342546726706,1,1
9,CASH_OUT,348707.71,C1522560608,0.0,0.0,C943901945,1143233.73,1854738.75,0,0,-348707.71,-362797.31000000006,348707.71,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,11216.0,0.0,False,0.1830460338439976,0.0004004914010237,3.335139e-07,0.717819094657898,0.2252964804598516,1,1
9,CASH_OUT,44492.43,C1523653036,201303.0,156810.57,C679645411,0.0,0.0,0,0,0.0,44492.43,0.2210210924770496,0,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8534.0,0.0,False,0.0890059555539445,0.0008558224954007,1.3798665e-07,0.8200668096542358,0.2274393971971212,1,1
11,CASH_OUT,3056.86,C1524324195,0.0,0.0,C1799489106,39014.0,0.0,0,0,-3056.86,42070.86,3056.86,1,0,1,0.0,0.0,0.0,1.517256959746606e-05,False,8544.0,0.0,False,0.0510852915580847,0.0004074341532091,2.2678877e-07,0.9251969456672668,0.2441521141736138,1,1
